"";"CO_MUNICIPIO";"Populacao";"desp_aluno_mat";"CO_ENTIDADE";"IN_LOCAL_FUNC_PREDIO_ESCOLAR";"IN_LOCAL_FUNC_SALAS_EMPRESA";"IN_LOCAL_FUNC_SOCIOEDUCATIVO";"IN_LOCAL_FUNC_UNID_PRISIONAL";"IN_LOCAL_FUNC_PRISIONAL_SOCIO";"IN_LOCAL_FUNC_TEMPLO_IGREJA";"IN_LOCAL_FUNC_CASA_PROFESSOR";"IN_LOCAL_FUNC_GALPAO";"IN_AGUA_FILTRADA";"IN_AGUA_REDE_PUBLICA";"IN_AGUA_POCO_ARTESIANO";"IN_AGUA_CACIMBA";"IN_AGUA_FONTE_RIO";"IN_AGUA_INEXISTENTE";"IN_ENERGIA_REDE_PUBLICA";"IN_ENERGIA_INEXISTENTE";"IN_LABORATORIO_INFORMATICA";"IN_QUADRA_ESPORTES";"IN_BIBLIOTECA";"IN_SALA_LEITURA";"IN_INTERNET";"IN_BANDA_LARGA";"IN_ALIMENTACAO";"UF";"Nome_Escola";"Indicador_Escola";"num_matriculas"
"1274";2112308;41102;10545,0358806545;21125520;1;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;0;1;0;0;0;1;"MA";"EM JOSE AUGUSTO FILHO SOBRINHO";3,6;285
"1275";2112308;41102;10545,0358806545;21125236;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;1;1;1;1;1;1;"MA";"COMPLEXO EDUCACIONAL DR TEMA";3,1;477
"1276";2112308;41102;10545,0358806545;21124795;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;1;0;1;1;1;"MA";"COLEGIO MUNICIPAL JOSE TEIXEIRA";3,7;997
"1277";2112308;41102;10545,0358806545;21125970;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;"MA";"EM TIRADENTES";3;286
"1278";2112308;41102;10545,0358806545;21125457;1;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;1;0;1;0;0;0;1;"MA";"EM JOSE DOMINGOS ROSA";3,3;393
"1279";2106904;32884;14726,81449285;21209146;1;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;1;0;1;"MA";"EM SAO JOAO BATISTA";2,7;298
"1280";2106904;32884;14726,81449285;21230625;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;"MA";"EM HIRINEU SOUSA";3,2;292
"1281";2106904;32884;14726,81449285;21039909;1;0;0;0;0;0;0;0;1;1;1;0;0;0;1;0;1;0;1;0;1;1;1;"MA";"COL ALBERICO FRANCA FERREIRA";3,2;1378
"1282";2106904;32884;14726,81449285;21492280;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;"MA";"EM EUGENIO BARROS";2,4;247
"1283";2106904;32884;14726,81449285;21040249;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;0;0;0;0;1;"MA";"EM GONCALVES DIAS";1,8;374
"1284";2106904;32884;14726,81449285;21236747;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;1;1;1;"MA";"UE ROSEANA SARNEY";2,7;288
"1285";2915205;15669;15226,4052655678;29307783;1;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;1;"BA";"ESCOLA HELIO QUADROS";4,4;270
"1286";2915205;15669;15226,4052655678;29307953;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;1;0;1;0;1;"BA";"COLEGIO MUNICIPAL RAIMUNDO SANTIAGO DE SOUZA";4,3;550
"1287";2915205;15669;15226,4052655678;29425360;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;1;0;1;1;1;"BA";"COLEGIO MUNICIPAL 14 DE AGOSTO";4,8;335
"1288";2915205;15669;15226,4052655678;29339073;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;1;1;0;1;1;1;"BA";"ESCOLA ANTONIO IMBASSAHY";4,1;375
"1289";2915205;15669;15226,4052655678;29307732;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;0;0;1;0;1;"BA";"ESCOLA CLEMENTE MARIANI";3,4;293
"1290";2508505;7371;8319,39874841972;25045083;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;1;1;1;0;1;"PB";"EMEF MARIA SALOME DE ALMEIDA";4,5;521
"1291";2508505;7371;8319,39874841972;25118684;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;1;0;1;0;1;"PB";"EMEF MINISTRO ALCIDES CARNEIRO";4,2;594
"1292";3119401;109857;44751,8634576888;31192171;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;1;0;1;1;1;"MG";"EM VER NICANOR ATAIDE";4,9;669
"1293";3119401;109857;44751,8634576888;31192180;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;1;0;1;1;1;"MG";"EM VER PAULO FRANKLIN";5,1;562
"1294";1302207;13581;23419,3524251968;13012320;1;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;0;1;0;0;0;1;"AM";"ESCOLA MUNICIPAL NOSSA SENHORA DE NAZARE";1,7;200
"1295";2612406;25521;18234,9734934935;26061260;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;1;0;0;0;1;"PE";"ESCOLA MUNICIPAL NOSSA SENHORA DO CARMO";4,4;611
"1296";2612406;25521;18234,9734934935;26060817;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;1;0;1;"PE";"ESCOLA MUNICIPAL PROFESSOR AMARO SOARES DE SOUZA";2,9;1788
"1297";2201176;3888;13043,9615178571;22125515;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;1;0;0;1;1;1;"PI";"UNIDADE ESCOLAR FRANCISCO GUEDES DE SOUSA";4;268
"1298";2209807;4918;19360,9737948718;22045937;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;0;0;1;0;1;"PI";"UNIDADE ESCOLAR VALDULCE RIBEIRO";4;227
"1299";2209807;4918;19360,9737948718;22046011;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;1;0;1;"PI";"UNID ESC JARBAS PASSARINHO";4,1;102
"1300";3153707;3537;24877,2533879781;31035530;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;0;0;1;1;1;"MG";"ESCOLA MUNICIPAL ADAIR DE OLIVEIRA PINTO";5,4;645
"1301";2205532;4671;13419,2366081871;22111026;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;1;1;1;"PI";"UNID ESC ELIZABETE NEGREIROS SOARES";2,3;393
"1302";2931301;17855;15747,3742001871;29088356;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;1;1;1;0;1;"BA";"ESCOLA MUNICIPAL SAO SEBASTIAO";4,5;740
"1303";2931301;17855;15747,3742001871;29088569;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;1;0;1;1;1;"BA";"ESCOLA MUNICIPAL MARIA QUITERIA";3,7;433
"1304";3501806;5955;36148,7983255814;35064816;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;1;0;0;0;1;"SP";"JOSE JABUR PROFESSOR EM";6;511
"1305";2202505;10688;19619,06325;22068872;1;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;1;0;0;1;1;1;"PI";"ESC MUL SAO FRANCISCO";2,5;303
"1306";2202505;10688;19619,06325;22122737;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;1;0;1;1;1;"PI";"UNID ESC ODILIA ROSA RIBEIRO";4,4;498
"1307";2202505;10688;19619,06325;22069097;1;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;1;1;1;"PI";"ESC MUL MARTINS FERREIRA DOS SANTOS";3,7;264
"1308";3114709;3563;20693,5137442922;31269719;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;0;1;1;1;1;"MG";"ESCOLA MUNICIPAL MARIA CAPRONI DE OLIVEIRA";5,6;775
"1309";2200053;6951;13562,8406;22128654;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;0;0;1;1;1;"PI";"UNID ESC JUDITE MARIA CAVALCANTE";4;357
"1310";2200053;6951;13562,8406;22098232;1;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;1;0;1;"PI";"UNID ESC MANOEL JOAQUIM RODRIGUES";3,2;148
"1311";2200053;6951;13562,8406;22095942;1;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;1;1;0;0;1;1;1;"PI";"UNIDADE ESCOLAR FRANCISCO ANSELMO RODRIGUES";4,7;149
"1312";2200053;6951;13562,8406;22098259;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;1;0;1;"PI";"UNID ESC RAIMUNDO FRANCISCO FILHO";4,3;273
"1313";2206605;10446;17931,3007151515;22124926;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;"PI";"GINASIO MUNICIPAL SEN PETRONIO PORTELA";3,3;159
"1314";2206605;10446;17931,3007151515;22064443;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;1;"PI";"UNID ESC ANTONIO MARTINS";3,5;236
"1315";2206605;10446;17931,3007151515;22064338;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;1;0;1;0;1;"PI";"GINASIO MUNICIPAL NOSSA SENHORA DE FATIMA";4;650
"1316";2206605;10446;17931,3007151515;22064591;1;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;1;1;1;0;1;"PI";"UNID ESC FAUSTO RODRIGUES";3;169
"1317";2200509;17317;12087,7442795883;22042083;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;1;0;1;"PI";"UNID ESC MUL SATIRO DE CASTRO MOREIRA";2;160
"1318";2200509;17317;12087,7442795883;22041907;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;1;0;0;0;1;"PI";"UNID ESC MUL DEP SOUSA SANTOS";3;166
"1319";2602209;38976;12424,7565749235;26067536;1;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;1;0;1;1;1;"PE";"ESCOLA MUNICIPAL SEVERINO CHAVES DA SILVA";4,3;337
"1320";2602209;38976;12424,7565749235;26067544;1;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;1;1;1;"PE";"ESCOLA MINIMA RURAL FEIJAO";4,8;246
"1321";2602209;38976;12424,7565749235;26184940;1;0;0;0;0;0;0;0;1;1;0;1;0;0;1;0;1;0;1;0;1;0;1;"PE";"ESCOLA MUNICIPAL TEREZINHABARBOSA DA COSTA E SILVA";4,6;770
"1322";2602209;38976;12424,7565749235;26067110;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;1;0;1;"PE";"ESCOLA JOAO DE MOURA CAVALCANTI";3,5;421
"1323";2602209;38976;12424,7565749235;26185423;1;0;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0;1;0;0;1;0;1;"PE";"ESCOLA MUNICIPAL JOSE OLIVAR FERREIRA BORGES";4,7;282
"1324";2602209;38976;12424,7565749235;26067099;1;0;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0;0;1;0;1;1;1;"PE";"ESCOLA 19 DE JULHO";4,4;434
"1325";2602209;38976;12424,7565749235;26067080;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;1;1;1;1;1;"PE";"ESCOLA DE 1º E 2º GRAU EUTIMIO DE SOUZA CABRAL";3,6;321
"1326";2602209;38976;12424,7565749235;26185431;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;1;0;1;1;1;"PE";"ESCOLA MUNICIPAL JOSEFA ADELINA DA SILVA";4,2;188
"1327";2602209;38976;12424,7565749235;26067072;1;0;0;0;0;0;0;0;1;1;0;1;0;0;1;0;1;0;1;0;1;0;1;"PE";"ESCOLA DR MOACIR BRENO SOUTO MAIOR";4,1;1052
"1328";3170529;15833;16875,5022641509;31351156;1;0;0;0;0;0;0;0;1;0;1;0;1;0;1;0;0;1;1;0;1;1;1;"MG";"ESCOLA MUNICIPAL ELOI FERREIRA DA SILVA";3,6;449
"1329";3170529;15833;16875,5022641509;31351121;1;0;0;0;0;0;0;0;1;0;1;0;1;0;1;0;0;1;1;0;1;1;1;"MG";"ESCOLA MUNICIPAL IRACY LOPO LISBOA";4,3;293
"1330";3170529;15833;16875,5022641509;31261611;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;1;0;1;1;1;"MG";"ESCOLA MUNICIPAL LUIZ RIBEIRO MENDES";3,8;489
"1331";2209757;2975;16684,9943609023;22061681;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;"PI";"UNID ESC DE SAO GONCALO";3,7;249
"1332";2205151;5671;14905,0138106236;22138382;1;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;1;0;0;0;0;0;1;"PI";"ESCOLA MUNICIPAL PEDRA REDONDA";3,2;88
"1333";2205151;5671;14905,0138106236;22092234;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;0;0;1;0;1;"PI";"UNID ESC SEVERO ROCHA I";3,2;256
"1334";3138104;6663;29930,403625731;31088889;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;1;0;1;0;1;"MG";"EM JUSCELINO RODRIGUES";4,3;196
"1335";2205581;3987;23178,7176954733;22119647;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;1;0;1;1;1;"PI";"ESC MUL PROFESSOR JOAO ALFREDO DE CARVALHO LIMA";4,3;479
"1336";1303403;112716;14020,8831798097;13137204;1;0;0;0;0;0;0;1;1;1;0;0;0;0;1;0;1;1;1;0;1;1;1;"AM";"ESCOLA MUNICIPAL CHARLES GARCIA";4,7;808
"1337";1303403;112716;14020,8831798097;13078046;1;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;1;0;0;0;0;0;1;"AM";"ESCOLA MUNICIPAL SAO RAIMUNDO";3,7;184
"1338";1303403;112716;14020,8831798097;13043064;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;1;0;1;1;1;"AM";"ESCOLA MUNICIPAL LILA MAIA";4,8;528
"1339";1303403;112716;14020,8831798097;13042645;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;0;0;0;0;1;"AM";"ESCOLA MUNICIPAL MINERVINA REIS FERREIRA";3,7;776
"1340";1303403;112716;14020,8831798097;13043153;1;0;0;0;0;0;0;1;1;1;0;0;0;0;1;0;1;0;0;0;0;0;1;"AM";"ESCOLA MUNICIPAL WALKIRIA VIANA GONCALVES";4;458
"1341";1303403;112716;14020,8831798097;13043277;1;0;0;0;0;1;0;1;0;0;0;0;1;0;1;0;1;0;1;0;0;0;1;"AM";"ESCOLA MUNICIPAL NOSSA SENHORA DAS GRACAS";3,8;222
"1342";1303403;112716;14020,8831798097;13042424;1;0;0;0;0;1;0;1;0;0;1;0;0;0;1;0;1;0;1;1;1;1;1;"AM";"ESCOLA MUNICIPAL LUIZ GONZAGA";3,9;458
"1343";1303403;112716;14020,8831798097;13043188;1;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;"AM";"ESCOLA MUNICIPAL NOSSA SENHORA APARECIDA";3,9;182
"1344";1303403;112716;14020,8831798097;13043498;1;0;0;0;0;1;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;"AM";"ESCOLA MUNICIPAL SAO JOSE";3;258
"1345";1303403;112716;14020,8831798097;13041975;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;1;1;0;0;1;"AM";"ESCOLA MUNICIPAL CRISTO REI";2,9;288
"1346";1303403;112716;14020,8831798097;13044095;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;0;0;1;1;1;"AM";"ESCOLA MUNICIPAL SAO FRANCISCO DE ASSIS";4,3;597
"1347";1303403;112716;14020,8831798097;13042270;1;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;"AM";"ESCOLA MUNICIPAL DOM PEDRO II";3,5;181
"1348";1303403;112716;14020,8831798097;13043617;1;0;0;0;0;0;0;1;1;1;0;0;0;0;1;0;1;1;1;0;0;0;1;"AM";"ESCOLA MUNICIPAL SANTA MARIA";4,1;543
"1349";1303403;112716;14020,8831798097;13042262;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;1;0;1;1;1;"AM";"ESCOLA MUNICIPAL CLAUDEMIR CARVALHO";4,5;427
"1350";1303403;112716;14020,8831798097;13043641;1;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;1;"AM";"ESCOLA MUNICIPAL SANTA TEREZINHA";4,3;212
"1351";1303403;112716;14020,8831798097;13042440;1;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;1;0;0;0;0;0;1;"AM";"ESCOLA MUNICIPAL MARCELINO HENRIQUE";3,8;323
"1352";1303403;112716;14020,8831798097;13083473;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;1;1;0;0;0;1;"AM";"ESCOLA MUNICIPAL LUZ DO SABER";4,2;1380
"1353";1303403;112716;14020,8831798097;13074334;1;0;0;0;0;0;0;1;1;1;0;0;0;0;1;0;1;1;1;0;0;0;1;"AM";"ESCOLA MUNICIPAL IRMA CRISTINE";3,7;1441
"1354";1303403;112716;14020,8831798097;13042785;1;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;"AM";"ESCOLA MUNICIPAL SAO FRANCISCO";4;294
"1355";1303403;112716;14020,8831798097;13042459;1;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;"AM";"ESCOLA MUNICIPAL MARIA BELEM";3,5;179
"1356";3152105;60188;25066,817441691;31321559;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;0;0;1;1;1;"MG";"ESCOLA MUNICIPAL NOSSA SENHORA DO ROSARIO";4,5;117
"1357";3152105;60188;25066,817441691;31129119;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;1;0;1;1;1;"MG";"EM SEN MIGUEL LANA";3;653
"1358";3152105;60188;25066,817441691;31131954;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;1;0;1;1;1;"MG";"EM JOSE MARIA DA FONSECA";4,9;755
"1359";4323754;3442;29914,472952381;43128840;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;1;0;1;1;1;"RS";"EMEF ROQUE GONZALES";5,1;121
"1360";4323754;3442;29914,472952381;43128610;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;1;1;0;1;1;1;"RS";"EMEF JOAQUIM ROLIM DE MOURA";3,9;179
"1361";4317806;14341;31792,5361581921;43131468;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;1;0;1;1;1;"RS";"ESC MUN ENS FUN ANTONIO LIBERATO";4,5;333
"1362";2803500;103188;15130,6559122442;28011171;1;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;1;1;1;"SE";"ESCOLA MUL DR ANIBAL FREIRE";2,7;298
"1363";2803500;103188;15130,6559122442;28011040;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;1;1;1;1;1;"SE";"ESCOLA MUL MONSENHOR JOAO BATISTA DE CARVALHO DALTRO";3,2;1077
"1364";2803500;103188;15130,6559122442;28011368;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;1;0;1;"SE";"ESCOLA MUL EUDALIO DE LIMA";2,3;291
"1365";2803500;103188;15130,6559122442;28011724;1;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;0;0;1;1;1;1;"SE";"ESCOLA MUL MATEUS JOSE DE OLIVEIRA";3,3;345
"1366";2803500;103188;15130,6559122442;28011422;1;0;0;0;0;0;0;0;1;1;1;0;0;0;1;0;1;0;1;0;1;0;1;"SE";"ESCOLA MUL INGLATERRA";3,7;249
"1367";2803500;103188;15130,6559122442;28011180;1;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;1;1;1;"SE";"ESCOLA MUL ANTONIO FRANCISCO DE JESUS";2,4;228
"1368";2803500;103188;15130,6559122442;28011325;1;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;1;1;1;"SE";"ESCOLA MUL DR SILVIO CEZAR LEITE";4;148
"1369";2803500;103188;15130,6559122442;28011236;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;0;0;1;0;1;"SE";"ESCOLA MUL ARGENTINA";2,8;174
"1370";2803500;103188;15130,6559122442;28011228;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;0;0;1;0;1;"SE";"ESCOLA MUL ANTONIO XISTO DOS SANTOS";4,2;171
"1371";2803500;103188;15130,6559122442;28031717;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;0;0;1;1;1;"SE";"ESCOLA MUL ADELINA MARIA DE SANTANA SOUZA";3,3;757
"1372";2803500;103188;15130,6559122442;28011090;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;1;1;0;1;"SE";"ESCOLA MUL IRMA MARIA CANDIDA";2,5;649
"1373";2803500;103188;15130,6559122442;28031709;1;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;0;1;1;1;1;1;"SE";"ESCOLA MUL LUIZA PEREIRA DO NASCIMENTO RODRIGUES";4,3;333
"1374";2803500;103188;15130,6559122442;28011341;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;1;0;1;1;1;"SE";"ESCOLA MUL ELIEZER PORTO";3,4;392
"1375";2803500;103188;15130,6559122442;28032950;1;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;1;1;1;1;1;1;"SE";"ESCOLA MUL JOSE ANTONIO DOS SANTOS";3,1;929
"1376";2512788;1955;21849,6443055556;25053078;1;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;1;0;1;1;1;1;"PB";"ESCOLA MUNICIPAL JOSEFA LIDIA DA SILVA";3,5;499
"1377";3510302;19747;23377,2643301642;35277745;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;0;0;1;1;1;"SP";"FRANCISCO MARIANO DE ALMEIDA EMEIF";4,8;534
"1378";3510302;19747;23377,2643301642;35298505;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;1;0;1;1;1;"SP";"MARCILIO LEITE DE ALMEIDA EMEF";5,2;571
"1379";3510302;19747;23377,2643301642;35277733;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;0;0;1;0;1;"SP";"RICARDO PUCETTI EMEIF";5,3;538
"1380";3510302;19747;23377,2643301642;35465835;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;1;0;1;0;1;"SP";"JOAQUIM SALVADOR DE QUEVEDO EMEIEF";4,9;276
"1381";3127701;279665;36904,2380880403;31323616;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;1;1;1;0;1;"MG";"ESCOLA MUNICIPAL REALINA ADELINA COSTA";6,4;102
"1382";3127701;279665;36904,2380880403;31048941;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;1;1;1;1;1;"MG";"ESCOLA MUNICIPAL ANTONIO DE CASTRO PINTO";6;225
"1383";3127701;279665;36904,2380880403;31048402;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;1;1;1;1;1;"MG";"ESCOLA MUNICIPAL ADELIA RIBAS";3,8;538
"1384";3145604;41907;33893,2208216433;31327174;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;1;0;1;1;1;"MG";"EM WALFRIDO SILVINO MARES GUIA";5;302
"1385";1300706;33840;8337,22354607251;13055828;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;1;0;1;1;1;"AM";"ESC BENICIO RODRIGUES PENA";5,4;290
"1386";1300706;33840;8337,22354607251;13305263;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;1;1;1;"AM";"ESC PROFESSORA NILCE AVILAR";4,4;209
"1387";1300706;33840;8337,22354607251;13045571;1;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;1;"AM";"ESC RUI BARBOSA";4,5;66
"1388";2509206;13755;15251,1542606516;25078178;1;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;1;1;1;"PB";"EMEIEF ANA DA SILVA MEIRA";2,3;179
"1389";2509206;13755;15251,1542606516;25078348;1;0;0;0;0;0;0;0;1;1;0;1;0;0;1;0;1;0;0;0;1;1;1;"PB";"EMEF SUZETE DIAS CORREIA";3,3;683
"1390";2206407;10409;11456,7886627219;22122109;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;0;0;1;1;1;"PI";"ESCOLA MUNICIPAL DR CESAR BRITO";4,6;391
"1391";2206407;10409;11456,7886627219;22021892;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;1;0;1;1;1;"PI";"ESCOLA MUNICIPAL MENDES ROCHA";4,1;359
"1392";2206407;10409;11456,7886627219;22118586;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;1;0;1;1;1;"PI";"ESCOLA MUNICIPAL BASILIO DE ABREU";4,1;219
"1393";2503902;6020;11154,2576523297;25129546;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;1;1;0;0;1;"PB";"CENTRO EDUCACIONAL PROFESSORA ODETE MACIEL FIRMO";4,4;480
"1394";2911501;7961;16400,3728947368;29413044;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;1;1;1;1;1;"BA";"COLEGIO MUNICIPAL ROQUE ROCHA MONTEIRO";2,9;571
"1395";5201108;370875;45354,0436507413;52071421;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;1;0;1;1;1;"GO";"ESCOLA MUNICIPAL JAHIR RIBEIRO GUIMARAES";5,3;986
"1396";5201108;370875;45354,0436507413;52021319;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;1;1;1;1;1;"GO";"ESCOLA MUNICIPAL JOAO LUIZ DE OLIVEIRA";5,4;428
"1397";5201108;370875;45354,0436507413;52021394;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;1;0;1;1;1;"GO";"ESCOLA MUNICIPAL PEDRO LUDOVICO TEIXEIRA";5,9;702
"1398";5201108;370875;45354,0436507413;52021254;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;1;0;1;1;1;"GO";"ESCOLA MUNICIPAL DR ADAHYL LOURENCO DIAS";5,2;457
"1399";5201108;370875;45354,0436507413;52021777;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;0;0;1;1;1;"GO";"ESCOLA MUNICIPAL RAIMUNDA DE OLIVEIRA PASSOS";5;268
"1400";5201108;370875;45354,0436507413;52021335;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;0;0;1;1;1;"GO";"ESCOLA MUNICIPAL MARIA APARECIDA GEBRIM";4,5;853
"1401";5201108;370875;45354,0436507413;52022137;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;1;1;1;1;1;"GO";"ESCOLA MUNICIPAL MARIA ELIZABETH CAMELO LISBOA";4,5;1047
